,Street_name,Planning_area,Time_taken_drive
1145,TELOK KURAU ROAD,Changi Bay,1688
1146,TEMASEK BOULEVARD,Changi Bay,1979
1147,TESSENSOHN ROAD,Changi Bay,2238
1148,THOMSON ROAD,Changi Bay,2226
1149,TIONG BAHRU ROAD,Changi Bay,2353
1150,TRAS STREET,Changi Bay,2172
1151,UNITY STREET,Changi Bay,2254
1152,UPPER BUKIT TIMAH ROAD,Changi Bay,3080
1153,UPPER CIRCULAR ROAD,Changi Bay,2148
1154,UPPER CROSS STREET,Changi Bay,2206
1155,UPPER SERANGOON ROAD,Changi Bay,2220
1156,UPPER THOMSON ROAD,Changi Bay,2695
1157,VICTORIA STREET,Changi Bay,1973
1158,WEST COAST DRIVE,Changi Bay,2913
1159,WEST COAST ROAD,Changi Bay,2832
1160,WILKIE ROAD,Changi Bay,2194
1161,WOODLANDS AVENUE 1,Changi Bay,3012
1162,WOODLANDS ROAD,Changi Bay,3154
1163,WOODLANDS SQUARE,Changi Bay,3149
1164,YIO CHU KANG ROAD,Changi Bay,2349
1165,YISHUN AVENUE 2,Changi Bay,2907
1166,YISHUN AVENUE 9,Changi Bay,3018
1167,YISHUN CENTRAL 1,Changi Bay,2977
1168,YISHUN RING ROAD,Changi Bay,3128
1169,ALBERT STREET,Lim Chu Kang,2631
1170,ALEXANDRA ROAD,Lim Chu Kang,2723
1171,ANG MO KIO AVENUE 3,Lim Chu Kang,2085
1172,ANSON ROAD,Lim Chu Kang,2859
1173,BALESTIER ROAD,Lim Chu Kang,2330
1174,BATTERY ROAD,Lim Chu Kang,2871
1175,BAYFRONT AVENUE,Lim Chu Kang,2870
1176,BEACH ROAD,Lim Chu Kang,2638
1177,BEDOK NORTH STREET 1,Lim Chu Kang,3031
1178,BEDOK ROAD,Lim Chu Kang,3043
1179,BENCOOLEN STREET,Lim Chu Kang,2574
1180,BIDADARI PARK DRIVE,Lim Chu Kang,2433
1181,BRAS BASAH ROAD,Lim Chu Kang,2626
1182,BROOKE ROAD,Lim Chu Kang,2850
1183,BUKIT TIMAH ROAD,Lim Chu Kang,2356
1184,CAVAN ROAD,Lim Chu Kang,2535
1185,CECIL STREET,Lim Chu Kang,2887
1186,CENTRAL BOULEVARD,Lim Chu Kang,2896
1187,CHANGI BUSINESS PARK CENTRAL 1,Lim Chu Kang,2983
1188,CHANGI ROAD,Lim Chu Kang,2707
1189,CHIN SWEE ROAD,Lim Chu Kang,2707
1190,CHOA CHU KANG AVENUE 4,Lim Chu Kang,1234
1191,CHOA CHU KANG NORTH 6,Lim Chu Kang,1203
1192,CLAYMORE DRIVE,Lim Chu Kang,2379
1193,CLEMENCEAU AVENUE,Lim Chu Kang,2538
1194,CLEMENTI AVENUE 3,Lim Chu Kang,2257
1195,COLEMAN STREET,Lim Chu Kang,2783
1196,COLLYER QUAY,Lim Chu Kang,2867
1197,COMMONWEALTH AVENUE WEST,Lim Chu Kang,2277
1198,COMPASSVALE BOW,Lim Chu Kang,2386
1199,CROSS STREET,Lim Chu Kang,2861
1200,CUSCADEN ROAD,Lim Chu Kang,2414
1201,EAST COAST ROAD,Lim Chu Kang,3017
1202,EASTWOOD ROAD,Lim Chu Kang,3195
1203,ENG HOON STREET,Lim Chu Kang,2676
1204,ENGGOR STREET,Lim Chu Kang,2875
1205,EU TONG SEN STREET,Lim Chu Kang,2755
1206,FOCH ROAD,Lim Chu Kang,2494
1207,GEYLANG ROAD,Lim Chu Kang,2613
1208,GOLDHILL PLAZA,Lim Chu Kang,2294
1209,GOPENG STREET,Lim Chu Kang,2904
1210,GUILLEMARD ROAD,Lim Chu Kang,2612
1211,HANDY ROAD,Lim Chu Kang,2577
1212,HAVELOCK ROAD,Lim Chu Kang,2730
1213,HIGH STREET,Lim Chu Kang,2725
1214,HOLLAND AVENUE,Lim Chu Kang,2431
1215,HOUGANG AVENUE 10,Lim Chu Kang,2532
1216,HOUGANG STREET 51,Lim Chu Kang,2328
1217,HOUGANG STREET 91,Lim Chu Kang,2332
1218,IRRAWADDY ROAD,Lim Chu Kang,2261
1219,JALAN ANAK BUKIT,Lim Chu Kang,1900
1220,JALAN BESAR,Lim Chu Kang,2547
1221,JALAN JURONG KECHIL,Lim Chu Kang,1856
1222,JALAN LEGUNDI,Lim Chu Kang,1890
1223,JALAN MASJID,Lim Chu Kang,2796
1224,JALAN SULTAN,Lim Chu Kang,2619
1225,JELEBU ROAD,Lim Chu Kang,1386
1226,JOO CHIAT ROAD,Lim Chu Kang,2671
1227,JOO KOON CIRCLE,Lim Chu Kang,1800
1228,JURONG EAST STREET 21,Lim Chu Kang,1898
1229,JURONG GATEWAY ROAD,Lim Chu Kang,2018
1230,JURONG WEST CENTRAL 2,Lim Chu Kang,1564
1231,JURONG WEST CENTRAL 3,Lim Chu Kang,1597
1232,KALLANG AVENUE,Lim Chu Kang,2644
1233,KELANTAN LANE,Lim Chu Kang,2573
1234,KEPPEL ROAD,Lim Chu Kang,2869
1235,KITCHENER ROAD,Lim Chu Kang,2528
1236,KOEK ROAD,Lim Chu Kang,2532
1237,LAVENDER STREET,Lim Chu Kang,2454
1238,LORONG 22 GEYLANG,Lim Chu Kang,2581
1239,LORONG 4 TOA PAYOH,Lim Chu Kang,2293
1240,LORONG KILAT,Lim Chu Kang,1941
1241,LORONG LIPUT,Lim Chu Kang,2421
1242,MACPHERSON ROAD,Lim Chu Kang,2353
1243,MAJU AVENUE,Lim Chu Kang,2429
1244,MARINA BOULEVARD,Lim Chu Kang,2871
1245,MARINA VIEW,Lim Chu Kang,2888
1246,MARINE PARADE ROAD,Lim Chu Kang,2963
1247,MARITIME SQUARE,Lim Chu Kang,3027
1248,MARKET STREET,Lim Chu Kang,3038
1249,MARNE ROAD,Lim Chu Kang,2544
1250,MERCHANT ROAD,Lim Chu Kang,2729
1251,MIDDLE ROAD,Lim Chu Kang,2592
1252,MOHAMED SULTAN ROAD,Lim Chu Kang,2673
1253,MOUNTBATTEN ROAD,Lim Chu Kang,2644
1254,NEW BRIDGE ROAD,Lim Chu Kang,2742
1255,NEW UPPER CHANGI ROAD,Lim Chu Kang,3202
1256,NORTH BRIDGE ROAD,Lim Chu Kang,2622
1257,NORTH BUONA VISTA DRIVE,Lim Chu Kang,2574
1258,NORTHPOINT DRIVE,Lim Chu Kang,1926
1259,OCEAN WAY,Lim Chu Kang,3542
1260,ORCHARD ROAD,Lim Chu Kang,2441
1261,ORCHARD TURN,Lim Chu Kang,2541
1262,OUTRAM ROAD,Lim Chu Kang,2698
1263,PASIR PANJANG ROAD,Lim Chu Kang,2728
1264,PASIR RIS CENTRAL,Lim Chu Kang,2784
1265,PASIR RIS CLOSE,Lim Chu Kang,2705
1266,PAYA LEBAR ROAD,Lim Chu Kang,2610
1267,PENANG ROAD,Lim Chu Kang,2567
1268,PETIR ROAD,Lim Chu Kang,1574
1269,PUNGGOL CENTRAL,Lim Chu Kang,2392
1270,QUEENSWAY,Lim Chu Kang,2678
1271,RACE COURSE ROAD,Lim Chu Kang,2510
1272,RAFFLES AVENUE,Lim Chu Kang,2871
1273,RAFFLES BOULEVARD,Lim Chu Kang,2736
1274,RAFFLES LINK,Lim Chu Kang,2872
1275,RAFFLES PLACE,Lim Chu Kang,2824
1276,RAFFLES QUAY,Lim Chu Kang,2816
1277,RANGOON ROAD,Lim Chu Kang,2488
1278,RIVER VALLEY ROAD,Lim Chu Kang,2509
1279,RIVERVALE CRESCENT,Lim Chu Kang,2310
1280,ROBERTSON QUAY,Lim Chu Kang,2708
1281,ROBINSON ROAD,Lim Chu Kang,2897
1282,ROCHOR CANAL ROAD,Lim Chu Kang,2531
1283,ROCHOR ROAD,Lim Chu Kang,2614
1284,SAM LEONG ROAD,Lim Chu Kang,2545
1285,SCOTTS ROAD,Lim Chu Kang,2308
1286,SELEGIE ROAD,Lim Chu Kang,2609
1287,SEMBAWANG DRIVE,Lim Chu Kang,1814
1288,SEMBAWANG ROAD,Lim Chu Kang,1865
1289,SENGKANG SQUARE,Lim Chu Kang,2167
1290,SENGKANG WEST AVENUE,Lim Chu Kang,2129
1291,SERANGOON CENTRAL,Lim Chu Kang,2386
1292,SERANGOON ROAD,Lim Chu Kang,2635
1293,SHENTON WAY,Lim Chu Kang,2888
1294,SIMS AVENUE,Lim Chu Kang,2631
1295,SIMS DRIVE,Lim Chu Kang,2566
1296,SIN MING ROAD,Lim Chu Kang,2165
1297,SINARAN DRIVE,Lim Chu Kang,2321
1298,SOMERSET ROAD,Lim Chu Kang,2521
1299,SOUTH BRIDGE ROAD,Lim Chu Kang,2741
1300,SOUTH BUONA VISTA ROAD,Lim Chu Kang,2603
1301,STADIUM WALK,Lim Chu Kang,2805
1302,STAMFORD ROAD,Lim Chu Kang,2726
1303,TAI SENG STREET,Lim Chu Kang,2631
1304,TAI THONG CRESCENT,Lim Chu Kang,2344
1305,TAMPINES CENTRAL 1,Lim Chu Kang,2778
1306,TAMPINES CENTRAL 5,Lim Chu Kang,2785
1307,TAMPINES STREET 32,Lim Chu Kang,2847
1308,TAN QUEE LAN STREET,Lim Chu Kang,2689
1309,TANGLIN ROAD,Lim Chu Kang,2659
1310,TANJONG KATONG ROAD,Lim Chu Kang,2647
1311,TELOK AYER STREET,Lim Chu Kang,2822
1312,TELOK KURAU ROAD,Lim Chu Kang,2850
1313,TEMASEK BOULEVARD,Lim Chu Kang,2807
1314,TESSENSOHN ROAD,Lim Chu Kang,2531
1315,THOMSON ROAD,Lim Chu Kang,2309
1316,TIONG BAHRU ROAD,Lim Chu Kang,2662
1317,TRAS STREET,Lim Chu Kang,2891
1318,UNITY STREET,Lim Chu Kang,2686
1319,UPPER BUKIT TIMAH ROAD,Lim Chu Kang,1380
1320,UPPER CIRCULAR ROAD,Lim Chu Kang,2734
1321,UPPER CROSS STREET,Lim Chu Kang,2759
1322,UPPER SERANGOON ROAD,Lim Chu Kang,2482
1323,UPPER THOMSON ROAD,Lim Chu Kang,2026
1324,VICTORIA STREET,Lim Chu Kang,2591
1325,WEST COAST DRIVE,Lim Chu Kang,2387
1326,WEST COAST ROAD,Lim Chu Kang,2350
1327,WILKIE ROAD,Lim Chu Kang,2556
1328,WOODLANDS AVENUE 1,Lim Chu Kang,1193
1329,WOODLANDS ROAD,Lim Chu Kang,1499
1330,WOODLANDS SQUARE,Lim Chu Kang,1249
1331,YIO CHU KANG ROAD,Lim Chu Kang,2349
1332,YISHUN AVENUE 2,Lim Chu Kang,1850
1333,YISHUN AVENUE 9,Lim Chu Kang,1924
1334,YISHUN CENTRAL 1,Lim Chu Kang,1890
1335,YISHUN RING ROAD,Lim Chu Kang,1892
1336,ALBERT STREET,Boon Lay,1765
1337,ALEXANDRA ROAD,Boon Lay,1378
1338,ANG MO KIO AVENUE 3,Boon Lay,2199
1339,ANSON ROAD,Boon Lay,1572
1340,BALESTIER ROAD,Boon Lay,1789
1341,BATTERY ROAD,Boon Lay,1725
1342,BAYFRONT AVENUE,Boon Lay,1802
1343,BEACH ROAD,Boon Lay,1837
1344,BEDOK NORTH STREET 1,Boon Lay,2628
1345,BEDOK ROAD,Boon Lay,2738
1346,BENCOOLEN STREET,Boon Lay,1762
1347,BIDADARI PARK DRIVE,Boon Lay,2109
1348,BRAS BASAH ROAD,Boon Lay,1697
1349,BROOKE ROAD,Boon Lay,2282
1350,BUKIT TIMAH ROAD,Boon Lay,1732
1351,CAVAN ROAD,Boon Lay,1949
1352,CECIL STREET,Boon Lay,1655
1353,CENTRAL BOULEVARD,Boon Lay,1760
1354,CHANGI BUSINESS PARK CENTRAL 1,Boon Lay,2967
1355,CHANGI ROAD,Boon Lay,2354
1356,CHIN SWEE ROAD,Boon Lay,1581
1357,CHOA CHU KANG AVENUE 4,Boon Lay,1156
1358,CHOA CHU KANG NORTH 6,Boon Lay,1349
1359,CLAYMORE DRIVE,Boon Lay,1669
1360,CLEMENCEAU AVENUE,Boon Lay,2032
1361,CLEMENTI AVENUE 3,Boon Lay,949
1362,COLEMAN STREET,Boon Lay,1672
1363,COLLYER QUAY,Boon Lay,1721
1364,COMMONWEALTH AVENUE WEST,Boon Lay,967
1365,COMPASSVALE BOW,Boon Lay,2820
1366,CROSS STREET,Boon Lay,1691
1367,CUSCADEN ROAD,Boon Lay,1650
1368,EAST COAST ROAD,Boon Lay,2357
1369,EASTWOOD ROAD,Boon Lay,2756
1370,ENG HOON STREET,Boon Lay,1448
1371,ENGGOR STREET,Boon Lay,1588
1372,EU TONG SEN STREET,Boon Lay,1600
1373,FOCH ROAD,Boon Lay,1921
1374,GEYLANG ROAD,Boon Lay,2261
1375,GOLDHILL PLAZA,Boon Lay,1839
1376,GOPENG STREET,Boon Lay,1619
1377,GUILLEMARD ROAD,Boon Lay,2163
1378,HANDY ROAD,Boon Lay,1686
1379,HAVELOCK ROAD,Boon Lay,1592
1380,HIGH STREET,Boon Lay,1610
1381,HOLLAND AVENUE,Boon Lay,1255
1382,HOUGANG AVENUE 10,Boon Lay,2725
1383,HOUGANG STREET 51,Boon Lay,2679
1384,HOUGANG STREET 91,Boon Lay,2629
1385,IRRAWADDY ROAD,Boon Lay,1909
1386,JALAN ANAK BUKIT,Boon Lay,1279
1387,JALAN BESAR,Boon Lay,1925
1388,JALAN JURONG KECHIL,Boon Lay,1218
1389,JALAN LEGUNDI,Boon Lay,2555
1390,JALAN MASJID,Boon Lay,2444
1391,JALAN SULTAN,Boon Lay,1848
1392,JELEBU ROAD,Boon Lay,1403
1393,JOO CHIAT ROAD,Boon Lay,2319
1394,JOO KOON CIRCLE,Boon Lay,529
1395,JURONG EAST STREET 21,Boon Lay,901
1396,JURONG GATEWAY ROAD,Boon Lay,879
1397,JURONG WEST CENTRAL 2,Boon Lay,593
1398,JURONG WEST CENTRAL 3,Boon Lay,785
1399,KALLANG AVENUE,Boon Lay,2038
1400,KELANTAN LANE,Boon Lay,1923
1401,KEPPEL ROAD,Boon Lay,1584
1402,KITCHENER ROAD,Boon Lay,1930
1403,KOEK ROAD,Boon Lay,1671
1404,LAVENDER STREET,Boon Lay,1880
1405,LORONG 22 GEYLANG,Boon Lay,2170
1406,LORONG 4 TOA PAYOH,Boon Lay,1941
1407,LORONG KILAT,Boon Lay,1300
1408,LORONG LIPUT,Boon Lay,1315
1409,MACPHERSON ROAD,Boon Lay,2001
1410,MAJU AVENUE,Boon Lay,2413
1411,MARINA BOULEVARD,Boon Lay,1858
1412,MARINA VIEW,Boon Lay,1742
1413,MARINE PARADE ROAD,Boon Lay,2284
1414,MARITIME SQUARE,Boon Lay,1612
1415,MARKET STREET,Boon Lay,2686
1416,MARNE ROAD,Boon Lay,1971
1417,MERCHANT ROAD,Boon Lay,1617
1418,MIDDLE ROAD,Boon Lay,1762
1419,MOHAMED SULTAN ROAD,Boon Lay,1556
1420,MOUNTBATTEN ROAD,Boon Lay,2038
1421,NEW BRIDGE ROAD,Boon Lay,1587
1422,NEW UPPER CHANGI ROAD,Boon Lay,2766
1423,NORTH BRIDGE ROAD,Boon Lay,1851
1424,NORTH BUONA VISTA DRIVE,Boon Lay,1268
1425,NORTHPOINT DRIVE,Boon Lay,2590
1426,OCEAN WAY,Boon Lay,2128
1427,ORCHARD ROAD,Boon Lay,1725
1428,ORCHARD TURN,Boon Lay,1716
1429,OUTRAM ROAD,Boon Lay,1499
1430,PASIR PANJANG ROAD,Boon Lay,1313
1431,PASIR RIS CENTRAL,Boon Lay,3057
1432,PASIR RIS CLOSE,Boon Lay,3118
1433,PAYA LEBAR ROAD,Boon Lay,2257
1434,PENANG ROAD,Boon Lay,1598
1435,PETIR ROAD,Boon Lay,1591
1436,PUNGGOL CENTRAL,Boon Lay,3057
1437,QUEENSWAY,Boon Lay,1424
1438,RACE COURSE ROAD,Boon Lay,1936
1439,RAFFLES AVENUE,Boon Lay,1858
1440,RAFFLES BOULEVARD,Boon Lay,1805
1441,RAFFLES LINK,Boon Lay,1941
1442,RAFFLES PLACE,Boon Lay,1678
1443,RAFFLES QUAY,Boon Lay,1671
1444,RANGOON ROAD,Boon Lay,1880
1445,RIVER VALLEY ROAD,Boon Lay,1538
1446,RIVERVALE CRESCENT,Boon Lay,2974
1447,ROBERTSON QUAY,Boon Lay,1632
1448,ROBINSON ROAD,Boon Lay,1649
1449,ROCHOR CANAL ROAD,Boon Lay,1804
1450,ROCHOR ROAD,Boon Lay,1773
1451,SAM LEONG ROAD,Boon Lay,1932
1452,SCOTTS ROAD,Boon Lay,1755
1453,SELEGIE ROAD,Boon Lay,1742
1454,SEMBAWANG DRIVE,Boon Lay,2503
1455,SEMBAWANG ROAD,Boon Lay,2529
1456,SENGKANG SQUARE,Boon Lay,2807
1457,SENGKANG WEST AVENUE,Boon Lay,2572
1458,SERANGOON CENTRAL,Boon Lay,2350
1459,SERANGOON ROAD,Boon Lay,2116
1460,SHENTON WAY,Boon Lay,1715
1461,SIMS AVENUE,Boon Lay,2220
1462,SIMS DRIVE,Boon Lay,2155
1463,SIN MING ROAD,Boon Lay,1970
1464,SINARAN DRIVE,Boon Lay,1865
1465,SOMERSET ROAD,Boon Lay,1666
1466,SOUTH BRIDGE ROAD,Boon Lay,1589
1467,SOUTH BUONA VISTA ROAD,Boon Lay,1191
1468,STADIUM WALK,Boon Lay,2251
1469,STAMFORD ROAD,Boon Lay,1640
1470,TAI SENG STREET,Boon Lay,2314
1471,TAI THONG CRESCENT,Boon Lay,1991
1472,TAMPINES CENTRAL 1,Boon Lay,2869
1473,TAMPINES CENTRAL 5,Boon Lay,2778
1474,TAMPINES STREET 32,Boon Lay,2785
1475,TAN QUEE LAN STREET,Boon Lay,1784
1476,TANGLIN ROAD,Boon Lay,1416
1477,TANJONG KATONG ROAD,Boon Lay,2286
1478,TELOK AYER STREET,Boon Lay,1676
1479,TELOK KURAU ROAD,Boon Lay,2342
1480,TEMASEK BOULEVARD,Boon Lay,1866
1481,TESSENSOHN ROAD,Boon Lay,1954
1482,THOMSON ROAD,Boon Lay,1854
1483,TIONG BAHRU ROAD,Boon Lay,1434
1484,TRAS STREET,Boon Lay,1607
1485,UNITY STREET,Boon Lay,1530
1486,UPPER BUKIT TIMAH ROAD,Boon Lay,1398
1487,UPPER CIRCULAR ROAD,Boon Lay,1601
1488,UPPER CROSS STREET,Boon Lay,1604
1489,UPPER SERANGOON ROAD,Boon Lay,2467
1490,UPPER THOMSON ROAD,Boon Lay,2013
1491,VICTORIA STREET,Boon Lay,1738
1492,WEST COAST DRIVE,Boon Lay,1038
1493,WEST COAST ROAD,Boon Lay,1001
1494,WILKIE ROAD,Boon Lay,1796
1495,WOODLANDS AVENUE 1,Boon Lay,1944
1496,WOODLANDS ROAD,Boon Lay,1850
1497,WOODLANDS SQUARE,Boon Lay,2019
1498,YIO CHU KANG ROAD,Boon Lay,2333
1499,YISHUN AVENUE 2,Boon Lay,2514
1500,YISHUN AVENUE 9,Boon Lay,2589
1501,YISHUN CENTRAL 1,Boon Lay,2555
1502,YISHUN RING ROAD,Boon Lay,2556
1503,ALBERT STREET,Western Water Catchment,2361
1504,ALEXANDRA ROAD,Western Water Catchment,2043
1505,ANG MO KIO AVENUE 3,Western Water Catchment,2329
1506,ANSON ROAD,Western Water Catchment,2245
1507,BALESTIER ROAD,Western Water Catchment,2117
1508,BATTERY ROAD,Western Water Catchment,2415
1509,BAYFRONT AVENUE,Western Water Catchment,2477
1510,BEACH ROAD,Western Water Catchment,2354
1511,BEDOK NORTH STREET 1,Western Water Catchment,2749
1512,BEDOK ROAD,Western Water Catchment,2885
1513,BENCOOLEN STREET,Western Water Catchment,2291
1514,BIDADARI PARK DRIVE,Western Water Catchment,2175
1515,BRAS BASAH ROAD,Western Water Catchment,2349
1516,BROOKE ROAD,Western Water Catchment,2579
1517,BUKIT TIMAH ROAD,Western Water Catchment,1530
1518,CAVAN ROAD,Western Water Catchment,2289
1519,CECIL STREET,Western Water Catchment,2331
1520,CENTRAL BOULEVARD,Western Water Catchment,2428
1521,CHANGI BUSINESS PARK CENTRAL 1,Western Water Catchment,3056
1522,CHANGI ROAD,Western Water Catchment,2426
1523,CHIN SWEE ROAD,Western Water Catchment,2303
1524,CHOA CHU KANG AVENUE 4,Western Water Catchment,966
1525,CHOA CHU KANG NORTH 6,Western Water Catchment,1130
1526,CLAYMORE DRIVE,Western Water Catchment,2113
1527,CLEMENCEAU AVENUE,Western Water Catchment,2253
1528,CLEMENTI AVENUE 3,Western Water Catchment,1516
1529,COLEMAN STREET,Western Water Catchment,2349
1530,COLLYER QUAY,Western Water Catchment,2393
1531,COMMONWEALTH AVENUE WEST,Western Water Catchment,1555
1532,COMPASSVALE BOW,Western Water Catchment,2837
1533,CROSS STREET,Western Water Catchment,2372
1534,CUSCADEN ROAD,Western Water Catchment,2135
1535,EAST COAST ROAD,Western Water Catchment,2752
1536,EASTWOOD ROAD,Western Water Catchment,2984
1537,ENG HOON STREET,Western Water Catchment,2122
1538,ENGGOR STREET,Western Water Catchment,2260
1539,EU TONG SEN STREET,Western Water Catchment,2255
1540,FOCH ROAD,Western Water Catchment,2247
1541,GEYLANG ROAD,Western Water Catchment,2333
1542,GOLDHILL PLAZA,Western Water Catchment,2013
1543,GOPENG STREET,Western Water Catchment,2283
1544,GUILLEMARD ROAD,Western Water Catchment,2401
1545,HANDY ROAD,Western Water Catchment,2291
1546,HAVELOCK ROAD,Western Water Catchment,2266
1547,HIGH STREET,Western Water Catchment,2283
1548,HOLLAND AVENUE,Western Water Catchment,1867
1549,HOUGANG AVENUE 10,Western Water Catchment,2795
1550,HOUGANG STREET 51,Western Water Catchment,2778
1551,HOUGANG STREET 91,Western Water Catchment,2695
1552,IRRAWADDY ROAD,Western Water Catchment,1978
1553,JALAN ANAK BUKIT,Western Water Catchment,1391
1554,JALAN BESAR,Western Water Catchment,2305
1555,JALAN JURONG KECHIL,Western Water Catchment,1291
1556,JALAN LEGUNDI,Western Water Catchment,2437
1557,JALAN MASJID,Western Water Catchment,2504
1558,JALAN SULTAN,Western Water Catchment,2366
1559,JELEBU ROAD,Western Water Catchment,1286
1560,JOO CHIAT ROAD,Western Water Catchment,2414
1561,JOO KOON CIRCLE,Western Water Catchment,1056
1562,JURONG EAST STREET 21,Western Water Catchment,1140
1563,JURONG GATEWAY ROAD,Western Water Catchment,1273
1564,JURONG WEST CENTRAL 2,Western Water Catchment,803
1565,JURONG WEST CENTRAL 3,Western Water Catchment,833
1566,KALLANG AVENUE,Western Water Catchment,2299
1567,KELANTAN LANE,Western Water Catchment,2325
1568,KEPPEL ROAD,Western Water Catchment,2252
1569,KITCHENER ROAD,Western Water Catchment,2281
1570,KOEK ROAD,Western Water Catchment,2254
1571,LAVENDER STREET,Western Water Catchment,2207
1572,LORONG 22 GEYLANG,Western Water Catchment,2301
1573,LORONG 4 TOA PAYOH,Western Water Catchment,2011
1574,LORONG KILAT,Western Water Catchment,1370
1575,LORONG LIPUT,Western Water Catchment,1927
1576,MACPHERSON ROAD,Western Water Catchment,2068
1577,MAJU AVENUE,Western Water Catchment,2550
1578,MARINA BOULEVARD,Western Water Catchment,2547
1579,MARINA VIEW,Western Water Catchment,2394
1580,MARINE PARADE ROAD,Western Water Catchment,2685
1581,MARITIME SQUARE,Western Water Catchment,2255
1582,MARKET STREET,Western Water Catchment,2756
1583,MARNE ROAD,Western Water Catchment,2300
1584,MERCHANT ROAD,Western Water Catchment,2180
1585,MIDDLE ROAD,Western Water Catchment,2308
1586,MOHAMED SULTAN ROAD,Western Water Catchment,2233
1587,MOUNTBATTEN ROAD,Western Water Catchment,2519
1588,NEW BRIDGE ROAD,Western Water Catchment,2267
1589,NEW UPPER CHANGI ROAD,Western Water Catchment,2920
1590,NORTH BRIDGE ROAD,Western Water Catchment,2376
1591,NORTH BUONA VISTA DRIVE,Western Water Catchment,1864
1592,NORTHPOINT DRIVE,Western Water Catchment,2468
1593,OCEAN WAY,Western Water Catchment,2799
1594,ORCHARD ROAD,Western Water Catchment,2168
1595,ORCHARD TURN,Western Water Catchment,2259
1596,OUTRAM ROAD,Western Water Catchment,2171
1597,PASIR PANJANG ROAD,Western Water Catchment,1988
1598,PASIR RIS CENTRAL,Western Water Catchment,3125
1599,PASIR RIS CLOSE,Western Water Catchment,3177
1600,PAYA LEBAR ROAD,Western Water Catchment,2282
1601,PENANG ROAD,Western Water Catchment,2280
1602,PETIR ROAD,Western Water Catchment,1394
1603,PUNGGOL CENTRAL,Western Water Catchment,2879
1604,QUEENSWAY,Western Water Catchment,2038
1605,RACE COURSE ROAD,Western Water Catchment,2262
1606,RAFFLES AVENUE,Western Water Catchment,2547
1607,RAFFLES BOULEVARD,Western Water Catchment,2457
1608,RAFFLES LINK,Western Water Catchment,2593
1609,RAFFLES PLACE,Western Water Catchment,2352
1610,RAFFLES QUAY,Western Water Catchment,2443
1611,RANGOON ROAD,Western Water Catchment,2205
1612,RIVER VALLEY ROAD,Western Water Catchment,2212
1613,RIVERVALE CRESCENT,Western Water Catchment,2827
1614,ROBERTSON QUAY,Western Water Catchment,2305
1615,ROBINSON ROAD,Western Water Catchment,2324
1616,ROCHOR CANAL ROAD,Western Water Catchment,2248
1617,ROCHOR ROAD,Western Water Catchment,2325
1618,SAM LEONG ROAD,Western Water Catchment,2297
1619,SCOTTS ROAD,Western Water Catchment,2025
1620,SELEGIE ROAD,Western Water Catchment,2324
1621,SEMBAWANG DRIVE,Western Water Catchment,2350
1622,SEMBAWANG ROAD,Western Water Catchment,2282
1623,SENGKANG SQUARE,Western Water Catchment,2704
1624,SENGKANG WEST AVENUE,Western Water Catchment,2675
1625,SERANGOON CENTRAL,Western Water Catchment,2408
1626,SERANGOON ROAD,Western Water Catchment,2094
1627,SHENTON WAY,Western Water Catchment,2401
1628,SIMS AVENUE,Western Water Catchment,2349
1629,SIMS DRIVE,Western Water Catchment,2282
1630,SIN MING ROAD,Western Water Catchment,2042
1631,SINARAN DRIVE,Western Water Catchment,2030
1632,SOMERSET ROAD,Western Water Catchment,2236
1633,SOUTH BRIDGE ROAD,Western Water Catchment,2268
1634,SOUTH BUONA VISTA ROAD,Western Water Catchment,1859
1635,STADIUM WALK,Western Water Catchment,2528
1636,STAMFORD ROAD,Western Water Catchment,2309
1637,TAI SENG STREET,Western Water Catchment,2371
1638,TAI THONG CRESCENT,Western Water Catchment,2061
1639,TAMPINES CENTRAL 1,Western Water Catchment,2939
1640,TAMPINES CENTRAL 5,Western Water Catchment,2848
1641,TAMPINES STREET 32,Western Water Catchment,2801
1642,TAN QUEE LAN STREET,Western Water Catchment,2408
1643,TANGLIN ROAD,Western Water Catchment,2089
1644,TANJONG KATONG ROAD,Western Water Catchment,2366
1645,TELOK AYER STREET,Western Water Catchment,2351
1646,TELOK KURAU ROAD,Western Water Catchment,2572
1647,TEMASEK BOULEVARD,Western Water Catchment,2458
1648,TESSENSOHN ROAD,Western Water Catchment,2277
1649,THOMSON ROAD,Western Water Catchment,2028
1650,TIONG BAHRU ROAD,Western Water Catchment,2107
1651,TRAS STREET,Western Water Catchment,2281
1652,UNITY STREET,Western Water Catchment,2198
1653,UPPER BUKIT TIMAH ROAD,Western Water Catchment,1276
1654,UPPER CIRCULAR ROAD,Western Water Catchment,2272
1655,UPPER CROSS STREET,Western Water Catchment,2273
1656,UPPER SERANGOON ROAD,Western Water Catchment,2537
1657,UPPER THOMSON ROAD,Western Water Catchment,2084
1658,VICTORIA STREET,Western Water Catchment,2305
1659,WEST COAST DRIVE,Western Water Catchment,1646
1660,WEST COAST ROAD,Western Water Catchment,1610
1661,WILKIE ROAD,Western Water Catchment,2274
1662,WOODLANDS AVENUE 1,Western Water Catchment,1828
1663,WOODLANDS ROAD,Western Water Catchment,1793
1664,WOODLANDS SQUARE,Western Water Catchment,1904
1665,YIO CHU KANG ROAD,Western Water Catchment,2469
